;317
307;3.45
416;9.61
;318
280;2.34
;319
324;3.33
;320
228;14.55
312;7.32
;321
281;11.8
303;18.4
338;6.99
372;8.91
;322
304;11.12
331;2.57
339;21.46
;323
315;2.07
;324
316;2.92
319;3.33
;325
307;25.9
309;14.02
342;7.99
376;11.67
;326
308;7.58
334;3.89
343;8
;327
424;9.21
427;2.98
;328
267;2.78
277;4.92
433;3.92
;329
262;2.86
;330
302;8.1
337;4.89
;331
322;2.57
396;2.72
;332
277;11.27
340;2.93
350;5.71
393;4.07
;333
306;2.91
311;3.36
;334
326;3.89
522;2
;335
295;5.86
487;2
;336
418;11.26
432;6.99
;337
171;2
330;4.89
;338
321;6.99
348;3.72
357;8.98
;339
322;21.46
349;2.71
358;6.92
;340
332;2.93
437;12.2
;341
316;14.97
351;2.35
359;4.71
;342
325;7.99
352;8.03
367;3.97
;343
326;8
353;4.18
;345
130;2
295;3.8
;346
258;2.83
482;8.65
490;9.17
;347
265;8.44
312;6.48
380;7.97
409;29.39
;348
338;3.72
547;2
;349
109;2.8
339;2.71
;350
332;5.71
374;4.02
383;3.14
;351
256;12.05
341;2.35
;352
342;8.03
360;4.28
;353
139;2
343;4.18
;354
309;11.75
358;14.67
376;13.92
;355
422;13.3
436;12.95
;356
132;2
364;3.97
548;2
;357
338;8.98
365;4
;358
339;6.92
354;14.67
373;3.14
;359
341;4.71
366;2.85
375;3.49
;360
152;2
352;4.28
;361
308;18.58
368;3.6
377;19.81
;362
255;5.37
369;7.1
378;3.83
;363
406;3.1
;364
356;3.97
371;1.79
;365
237;2
357;4
;366
109;3.46
359;2.85
;367
342;3.97
462;2
;368
282;10.84
361;3.6
;369
362;7.1
523;2
;370
394;2.68
;371
364;1.79
;372
291;11.75
321;8.91
381;2.99
397;9.98
;373
358;3.14
382;2.71
388;9.06
;374
350;4.02
;375
359;3.49
384;4.84
389;2.45
421;11.22
;376
325;11.67
354;13.92
385;3.64
390;4.03
;377
361;19.81
386;3.1
409;11.47
;378
163;2
362;3.83
;379
385;2.88
;380
347;7.97
;381
109;2.12
372;2.99
;382
109;2.35
373;2.71
;383
350;3.14
;384
375;4.84
400;3.33
413;5.11
;385
376;3.64
379;2.88
;386
282;10.74
377;3.1
;387
391;4.69
431;19.75
;388
309;14.48
373;9.06
398;7.49
427;21.6
;389
375;2.45
437;12.43
;390
376;4.03
394;3.74
401;11.94
;391
181;2
387;4.69
395;5.37
407;1.45
458;2
564;2
;392
276;2.36
;393
332;4.07
399;3.35
405;2.31
412;4.28
;394
370;2.68
390;3.74
;395
391;5.37
402;1.62
;396
331;2.72
;397
372;9.98
403;2.64
410;8.27
;398
388;7.49
404;8.42
419;3.14
;399
151;1
393;3.35
534;1
;400
222;2
384;3.33
;401
390;11.94
406;3.85
414;20.13
;402
395;1.62
;403
109;2.46
397;2.64
;404
398;8.42
411;4.14
;405
109;2.72
393;2.31
;406
363;3.1
401;3.85
;407
391;1.45
;408
314;3.23
519;8.86
539;8.73
;409
347;39.49
377;11.47
417;3.67
;410
397;8.27
418;2.71
426;16.47
;411
192;2
404;4.14
;412
393;4.28
420;2.87
428;3.14
;413
384;5.11
563;2
;414
255;18.04
401;20.13
422;3.75
;415
425;2.9
;416
298;9.21
317;9.61
;417
409;3.67
425;6.16
431;3.41
;418
336;11.26
410;2.71
;419
398;3.14
494;2
;420
256;12.72
412;2.87
;421
289;5.81
375;11.22
435;20.48
;422
355;13.3
414;3.75
;423
425;4.05
;424
252;9.47
327;9.21
;425
181;2
415;2.9
417;6.16
423;4.05
458;2
564;2
;426
410;16.47
432;2.71
440;7.92
;427
327;2.98
388;21.6
433;16.11
;428
254;15.9
412;3.14
434;2.35
;429
255;6.23
259;15.98
436;3.74
;430
267;2.85
526;8.65
545;8.89
;431
312;29.11
387;19.75
417;3.41
439;7.21
;432
336;6.99
426;2.71
;433
252;2.43
328;3.92
427;16.11
;434
273;2.55
428;2.35
;435
253;5.13
421;20.48
;436
355;12.95
429;3.74
;437
340;12.2
389;12.43
;438
223;1
257;2.19
518;1
;439
228;14.48
431;7.21
;440
258;3.07
266;11.62
426;7.92
;441
449;5.02
535;20.59
;442
590;13.15
597;2
;443
451;8.7
459;6.64
474;9.06
598;5.75
;444
452;7.39
476;9.19
545;8.71
599;8.44
;445
453;4.89
534;3.57
574;3.2
600;4.28
;446
454;9.01
470;3.99
579;7.43
;447
548;3.07
;448
537;2.9
;449
441;5.02
559;5.17
563;2.22
;450
458;5.75
525;11.22
;451
443;8.7
467;6.27
482;9.38
578;17.14
;452
444;7.39
460;8.9
478;7.17
;453
445;4.89
461;15.66
527;2.69
;454
446;9.01
462;4.13
;455
569;2.72
;456
524;3.05
;457
465;2.9
480;3.11
;458
391;2
425;2
450;5.75
589;4.29
596;3
677;2
716;2
;459
443;6.64
467;8.63
536;8.08
;460
452;8.9
468;9.79
476;6.73
557;3.43
;461
453;15.66
469;3.3
569;3.21
;462
367;2
454;4.13
;463
554;5.7
556;6.77
;464
503;3.35
;465
457;2.9
473;8.69
566;10.59
;466
263;8.41
592;8.84
;467
451;6.27
459;8.63
483;9.91
544;3.15
;468
460;9.79
561;3.18
;469
461;3.3
477;10.2
562;3.13
;470
446;3.99
604;2
;471
506;11.99
520;13.37
;472
481;3.67
;473
465;8.69
481;3.31
489;10.34
;474
263;8.91
443;9.06
;475
558;2.19
;476
444;9.19
460;6.73
539;8.94
586;16.64
;477
469;10.2
485;9.31
558;2.94
;478
452;7.17
486;9.75
501;3.84
;479
513;11.95
527;13.13
;480
457;3.11
;481
472;3.67
473;3.31
;482
346;8.65
451;9.38
;483
467;9.91
491;3.74
;484
581;2.95
;485
477;9.31
493;10.03
552;3.19
;486
478;9.75
494;4.13
;487
335;2
495;4.11
;488
517;12.66
591;12.67
;489
473;10.34
496;6
510;15.81
;490
346;9.17
578;9.79
;491
109;2.4
483;3.74
;492
512;2.89
528;6.28
538;4.11
;493
485;10.03
500;2.84
;494
419;2
486;4.13
;495
487;4.11
502;3.6
;496
489;6
503;3.34
518;2.06
;497
271;1
598;2.27
766;1
;498
530;5.25
568;2.82
;499
109;3.04
521;2.57
;500
493;2.84
507;12.61
546;3.18
;501
478;3.84
680;2
;502
495;3.6
805;2
;503
464;3.35
496;3.34
;504
109;3.17
511;3.26
;505
530;5.64
573;3.06
;506
471;11.99
528;2.82
;507
500;12.61
514;3.06
540;2.94
;508
515;7.9
529;4.64
567;7.8
;509
516;3.39
629;2
;510
489;15.81
517;2
524;3
531;2.55
;511
504;3.26
584;2.76
597;7.73
;512
269;2
492;2.89
;513
479;11.95
514;2.94
;514
507;3.06
513;2.94
521;4.89
;515
508;7.9
522;4.99
;516
509;3.39
523;4.05
;517
488;12.66
510;2
;518
438;1
496;2.06
676;1
;519
408;8.86
586;9.07
;520
471;13.37
600;2.74
;521
499;2.57
514;4.89
528;3.42
;522
334;2
515;4.99
;523
369;2
516;4.05
;524
456;3.05
510;3
;525
450;11.22
560;21.54
597;1.8
;526
430;8.65
593;8.81
;527
453;2.69
479;13.13
;528
492;6.28
506;2.82
521;3.42
535;11.99
;529
508;4.64
657;2
;530
498;5.25
505;5.64
;531
510;2.55
537;3.37
541;3.47
543;8.81
;532
546;3.04
;533
300;1
599;1.96
666;1
;534
399;1
445;3.57
651;1
;535
441;20.59
528;11.99
;536
459;8.08
542;8.76
553;4.12
;537
448;2.9
531;3.37
;538
492;4.11
683;2
;539
408;8.73
476;8.94
;540
507;2.94
577;2.67
;541
109;4.02
531;3.47
;542
536;8.76
547;4.3
;543
531;8.81
549;2
555;7.73
;544
109;3.07
467;3.15
;545
430;8.89
444;8.71
;546
500;3.18
532;3.04
;547
542;4.3
348;2
;548
356;2
447;3.07
555;5.87
565;3.28
742;2
;549
543;2
590;12.27
;550
552;2.54
;551
581;3.95
;552
485;3.19
550;2.54
;553
821;2
536;4.12
;554
463;5.7
585;3.45
;555
543;7.73
548;5.87
;556
463;6.77
572;3.41
;557
109;3.51
460;3.43
;558
475;2.19
477;2.94
;559
449;5.17
580;2.22
;560
525;21.54
564;5.24
;561
109;3.39
468;3.18
;562
469;3.13
587;2.64
;563
413;2
449;2.22
;564
391;2
425;2
560;5.24
571;5.24
583;2.41
677;2
716;2
;565
548;3.28
;566
465;10.59
584;16.24
;567
508;7.8
572;7.9
592;6.24
;568
498;2.82
573;9.91
;569
455;2.72
461;3.21
;570
582;2.96
;571
564;5.24
576;2.83
;572
556;3.41
567;7.9
578;6.38
585;10.66
;573
505;3.06
568;9.91
579;8.2
586;6.74
;574
109;2.59
445;3.2
;575
582;5.46
594;20.06
;576
571;2.83
;577
540;2.67
;578
451;17.14
490;9.79
572;6.38
592;8.07
;579
446;7.43
573;8.2
593;6.86
;580
559;2.22
781;2
;581
484;2.95
551;3.95
600;5.65
;582
570;2.96
575;5.46
588;5.31
;583
564;2.41
;584
511;2.76
566;16.24
591;2.25
;585
554;3.45
572;10.66
;586
519;9.07
573;6.74
476;16.64
593;8.93
;587
562;2.64
;588
582;5.31
595;2.66
;589
458;4.29
;590
442;13.15
549;12.27
;591
488;12.67
584;2.25
;592
466;8.84
567;6.24
578;8.07
598;11.19
;593
526;8.81
586;8.93
579;6.86
599;8.81
;594
575;20.06
600;11.26
;595
588;2.66
;596
458;3
;597
442;2
511;7.73
525;1.8
;598
443;5.75
497;2.27
592;11.19
;599
444;8.44
533;1.96
593;8.81
;600
445;4.28
520;2.74
581;5.65
594;11.26
;601
610;16.14
626;10.49
;602
802;2.86
963;2
;603
773;11.48
803;3.85
;604
470;2
823;2.53
;605
614;3.98
810;3.56
;606
753;2.04
;607
109;3.31
808;2.62
;608
619;13.08
745;11.86
;609
738;11.81
739;10.32
;610
601;16.14
619;2.23
627;2.87
;611
620;5.93
678;7.21
766;17.89
;612
763;11.66
813;3.87
;613
675;16.2
795;13.05
;614
605;3.98
796;4.54
824;2.9
;615
816;2.55
;616
624;31.25
625;5.23
632;10.79
808;4.48
;617
749;3.23
;618
626;3.39
811;2.27
;619
608;13.08
610;2.23
;620
611;5.93
628;12.49
637;3.86
;621
743;2.79
822;3.76
;622
639;13.83
666;2.04
786;15.55
;623
696;2.31
;624
616;31.25
631;5.84
641;4.89
797;10.28
;625
616;5.23
772;3.81
781;2.31
;626
601;10.49
618;3.39
645;9.1
;627
610;2.87
636;3.56
646;8.54
;628
620;12.49
674;17.27
;629
509;2
638;10.34
;630
699;11.36
769;10.88
;631
624;5.84
790;4.09
799;2.46
;632
616;10.79
642;19.23
760;2.75
797;31.44
;633
656;12.86
783;12.19
;634
752;2.8
;635
645;3.7
809;2.37
;636
109;4.17
627;3.56
;637
620;3.86
647;8.25
668;3.09
;638
629;10.34
648;3.74
822;7.16
;639
622;13.83
649;6.92
709;7.71
;640
650;3.34
763;10.85
;641
624;4.89
651;3.67
661;3.36
672;4.78
;642
632;19.23
652;5.1
;643
725;10.81
792;7.32
;644
777;3.71
;645
626;9.1
635;3.7
705;10.95
;646
627;8.54
656;2.85
667;4
706;20.53
;647
637;8.25
657;2.84
;648
638;3.74
658;3.07
669;4.31
;649
639;6.92
659;4.08
700;11.79
;650
640;3.34
660;10.23
824;12.04
;651
534;1
641;3.67
860;1
;652
642;5.1
662;5.29
683;2.15
;653
722;12.74
793;16.78
;654
748;3.09
;655
665;3.02
676;2.91
686;4.39
705;4.52
;656
633;12.86
646;2.85
;657
529;2
647;2.84
;658
648;3.07
733;3.13
;659
649;4.08
670;7.94
690;2.38
;660
650;10.23
671;3.84
681;4.34
;661
109;3.2
641;3.36
;662
652;5.29
673;1.94
;663
703;15.42
712;13.58
917;16.9
946;15.09
;664
718;3.58
;665
655;3.02
818;2.07
;666
533;1
622;2.04
920;1
;667
646;4
677;6.07
687;9.39
;668
637;3.09
890;2
;669
648;4.31
679;9.51
689;14.74
;670
659;7.94
680;2.73
;671
660;3.84
800;3.89
;672
641;4.78
682;2.76
692;15.67
;673
662;1.94
;674
628;17.27
693;12.9
;675
613;16.2
740;15
;676
518;1
655;2.91
855;1
;677
458;2
564;2
667;6.07
697;3.18
732;4.11
829;2
876;2
;678
611;7.21
688;5.67
720;28.85
794;18.79
;679
669;9.51
878;2
;680
501;2
670;2.73
;681
660;4.34
701;15.63
;682
672;2.76
691;3.06
782;12.21
;683
538;2
652;2.15
;684
737;2.88
;685
750;14.33
770;15.09
898;16.48
929;15.15
;686
655;4.39
696;2.62
;687
667;9.39
693;5.41
703;4.89
;688
678;5.67
698;4.1
;689
669;14.74
699;4.65
708;2.96
;690
659;2.38
858;2
;691
681;3.06
773;11.05
;692
672;15.67
702;2.86
711;3.77
;693
674;12.9
687;5.41
;694
747;3.06
;695
700;16.96
779;14.3
;696
623;2.31
686;2.62
;697
677;3.18
;698
688;4.1
707;4.48
737;2.84
;699
630;11.36
689;4.65
;700
649;11.79
695;16.96
720;8.98
;701
681;15.63
710;3.85
;702
692;2.86
764;3.31
;703
663;15.42
687;4.89
;704
757;3
;705
645;10.95
655;4.52
715;11.03
;706
646;20.53
716;5.43
;707
698;4.48
717;9.91
747;2.6
;708
689;2.96
718;2.28
728;11.8
;709
639;7.71
719;3.74
729;21.09
768;29.7
;710
701;3.85
791;3.34
;711
692;3.77
721;2.68
731;11.2
;712
663;13.58
820;5.04
;713
767;3
;714
798;3.37
;715
705;11.03
725;2.93
735;5.12
;716
458;2
564;2
706;5.43
726;5.19
746;2.51
829;2
876;2
;717
707;9.91
727;1.81
794;5.56
;718
664;3.58
708;2.28
;719
109;3.72
709;3.74
;720
678;28.85
701;8.98
730;4.56
775;6.7
;721
711;2.68
754;3.04
;722
653;12.74
820;5.39
;723
785;3.18
;724
780;4.2
;725
643;10.81
715;2.93
;726
716;5.19
736;2.27
;727
717;1.81
757;2.67
776;4.41
;728
708;11.8
738;4.42
758;4.54
;729
709;21.09
739;3.3
749;3.85
759;14.62
;730
109;3.51
720;4.56
;731
711;11.2
741;2.34
751;8.86
;732
677;4.11
;733
658;3.13
;734
761;3.45
;735
715;5.12
745;2.93
755;2.88
;736
726;2.27
;737
684;2.88
698;2.84
;738
609;11.81
728;4.42
;739
609;10.32
729;3.3
;740
675;15
760;4.04
;741
731;2.34
744;3.08
;742
548;2
801;7.58
968;2
;743
621;2.79
;744
741;3.08
;745
608;11.86
735;2.93
;746
716;2.51
;747
694;3.06
707;2.6
;748
654;3.09
758;2.72
;749
617;3.23
729;3.85
;750
685;14.33
760;4.94
;751
731;8.86
761;2.75
771;10.68
;752
634;2.8
762;3.94
;753
606;2.04
816;5.19
;754
721;3.04
;755
735;2.88
765;3.97
774;7.59
;756
766;2.45
;757
704;3
727;2.67
;758
728;4.54
748;2.72
768;16.78
;759
729;14.62
762;5.15
769;3.27
;760
632;2.75
740;4.04
750;4.94
;761
734;3.45
751;2.75
;762
752;3.94
759;5.15
778;3.96
;763
612;11.66
640;10.85
;764
702;3.31
;765
109;5.39
755;3.97
;766
497;1
611;17.89
756;2.45
775;11.07
934;1
;767
713;3
776;2.72
;768
709;29.7
758;16.78
777;2.95
786;6.8
;769
630;10.88
759;3.27
;770
685;15.09
788;4.78
;771
751;10.68
780;2.96
789;3.36
;772
625;3.81
931;2
;773
603;11.48
691;11.05
;774
755;7.59
783;2.65
792;3.27
801;8.16
;775
720;6.7
766;11.07
784;6.95
;776
727;4.41
767;2.72
785;6
;777
644;3.71
768;2.95
;778
762;3.96
787;3.69
796;7.37
;779
695;14.3
788;4.44
;780
724;4.2
771;2.96
;781
580;2
625;2.31
;782
682;12.21
817;12.73
;783
633;12.19
774;2.65
;784
775;6.95
793;13.13
802;3.74
;785
723;3.18
776;6
;786
622;15.55
768;6.8
795;5.67
;787
778;3.69
819;3.02
;788
770;4.78
779;4.44
797;2.34
;789
771;3.36
798;3.76
807;15.98
;790
631;4.09
;791
710;3.34
;792
643;7.32
774;3.27
;793
653;16.78
784;13.13
;794
678;18.79
717;5.56
803;5.1
;795
613;13.05
786;5.67
804;4.19
;796
614;4.54
778;7.37
805;8.99
;797
624;10.28
632;31.44
788;2.34
806;20.55
;798
714;3.37
789;3.76
;799
631;2.46
;800
671;3.89
;801
742;7.58
774;8.16
820;6.08
;802
602;2.86
784;3.74
812;9.01
;803
603;3.85
794;5.1
813;14.28
;804
795;4.19
814;2.52
